typeID;groupID;marketGroupID;typeName
3947;72;383;Medium Plasma Smartbomb I
3948;152;341;Medium Plasma Smartbomb I Blueprint
3949;72;383;Medium Plasma Smartbomb II
3950;152;341;Medium Plasma Smartbomb II Blueprint
3953;72;383;Medium EMP Smartbomb I
3954;152;341;Medium EMP Smartbomb I Blueprint
3955;72;383;Medium EMP Smartbomb II
3956;152;341;Medium EMP Smartbomb II Blueprint
3958;1083;1408;GDN-9 "Nightstalker" Combat Goggles
3962;1106;1410;Customs Office Gantry
3966;1091;1400;Men's 'Precision' Boots
3975;1088;1405;Women's 'Structure' Dress (navy)
3977;72;381;Large Proton Smartbomb I
3978;152;341;Large Proton Smartbomb I Blueprint
3979;72;381;Large Proton Smartbomb II
3980;152;341;Large Proton Smartbomb II Blueprint
3981;72;381;Large Graviton Smartbomb I
3982;152;341;Large Graviton Smartbomb I Blueprint
3983;72;381;Large Graviton Smartbomb II
3984;152;341;Large Graviton Smartbomb II Blueprint
3986;585;1062;Large Remote Hull Repair System II
3987;72;381;Large Plasma Smartbomb I
3988;152;341;Large Plasma Smartbomb I Blueprint
3989;72;381;Large Plasma Smartbomb II
3990;152;341;Large Plasma Smartbomb II Blueprint
3992;1090;1401;Men's 'Commando' Pants (black wax)
3993;72;381;Large EMP Smartbomb I
3994;152;341;Large EMP Smartbomb I Blueprint
3995;72;381;Large EMP Smartbomb II
3996;152;341;Large EMP Smartbomb II Blueprint
3997;1090;1403;Women's 'Excursion' Pants (black/gray)
3998;1090;1403;Women's 'Impress' Skirt (gray)
3999;1090;1403;Women's 'Impress' Skirt (black wax)
4001;1091;1400;Men's 'Trench' Boots
4002;1091;1404;Women's 'Minima' Heels
4003;1091;1404;Women's 'Greave' Knee-Boots
4004;1091;1404;Women's 'Mystrioso' Boots
4008;1091;1400;Men's 'Lockstep' Boots
4009;1083;1408;Looking Glass Monocle Interface (right/gold)
4013;203;722;RADAR Backup Array I
4014;203;722;RADAR Backup Array II
4016;1090;1403;Women's 'Excursion' Pants (black)
4017;1090;1403;Women's 'Excursion' Pants (black/blue/gold)
4018;1090;1403;Women's 'Excursion' Pants (black/gold)
4019;1090;1403;Women's 'Excursion' Pants (black/gold line)
4020;1090;1403;Women's 'Excursion' Pants (black/red/gold)
4021;1090;1403;Women's 'Excursion' Pants (black/silver)
4022;1090;1403;Women's 'Excursion' Pants (gold)
4025;65;683;X5 Prototype Engine Enervator
4026;1090;1403;Women's 'Excursion' Pants (matte blue)
4027;65;683;Fleeting Propulsion Inhibitor I
4028;1090;1403;Women's 'Excursion' Pants (matte green)
4029;65;683;'Langour' Drive Disruptor I
4030;1090;1403;Women's 'Excursion' Pants (matte red)
4031;65;683;Patterned Stasis Web I
4032;1090;1403;Women's 'Excursion' Pants (silver)
4033;1090;1403;Women's 'Impress' Skirt (black leather)
4034;1090;1403;Women's 'Impress' Skirt (brown leather)
4035;1090;1403;Women's 'Impress' Skirt (graphite)
4036;1090;1403;Women's 'Impress' Skirt (green/gold)
4037;1083;1408;Odin Synthetic Eye (right/dark)
4038;1083;1408;Odin Synthetic Eye (right/gray)
4039;1083;1408;Odin Synthetic Eye (right/gold)
4042;1083;1408;Looking Glass Monocle Interface (right/gray)
4043;1083;1408;Odin Synthetic Eye (left/dark)
4046;1083;1408;Odin Synthetic Eye (left/gold)
4048;1083;1408;Odin Synthetic Eye (left/gray)
4050;1083;1408;Looking Glass Monocle Interface (left/gold)
4051;1136;1413;Caldari Fuel Block
4052;1083;1408;Looking Glass Monocle Interface (left/gray)
4054;1088;1405;Women's 'Executor' Coat
4057;1089;1398;Men's 'Sterling' Dress Shirt (black)
4058;1089;1398;Men's 'Sterling' Dress Shirt (navy)
4059;1089;1398;Men's 'Sterling' Dress Shirt (dust)
4060;1089;1398;Men's 'Sterling' Dress Shirt (olive)
4061;1089;1406;Women's 'Sterling' Dress Blouse (black)
4062;1089;1406;Women's 'Sterling' Dress Blouse (navy)
4063;1089;1406;Women's 'Sterling' Dress Blouse (dust)
4064;1089;1406;Women's 'Sterling' Dress Blouse (olive)
4065;1089;1406;Women's 'Sterling' Dress Blouse (platinum)
4066;1089;1406;Women's 'Quafe' T-shirt
4067;1089;1398;Men's 'Quafe' T-shirt
4068;1089;1398;Men's 'Sterling' Dress Shirt (Ishukone Special Edition)
4069;1090;1403;Women's 'Impress' Skirt (marine)
4070;1090;1403;Women's 'Impress' Skirt (matte black)
4071;1090;1403;Women's 'Impress' Skirt (matte blue)
4072;1090;1403;Women's 'Impress' Skirt (matte red)
4073;1090;1403;Women's 'Impress' Skirt (red gold)
4074;1090;1403;Women's 'Impress' Skirt (silver)
4075;1090;1403;Women's 'Impress' Skirt (white)
4076;1090;1403;Women's 'Structure' Skirt (black/red)
4078;1090;1403;Women's 'Structure' Skirt (camouflage)
4085;1090;1403;Women's 'Structure' Skirt (black)
4097;1088;1399;Men's 'Field Marshal' Coat
4098;1088;1399;Men's 'Esquire' Coat
4101;1090;1403;Women's 'Structure' Skirt (black/white)
4102;1090;1403;Women's 'Structure' Skirt (blue)
4103;1090;1403;Women's 'Structure' Skirt (graphite)
4104;1090;1403;Women's 'Structure' Skirt (gray)
4105;1090;1403;Women's 'Structure' Skirt (gray stripes)
4106;1090;1403;Women's 'Structure' Skirt (green)
4107;1090;1403;Women's 'Structure' Skirt (green/black)
4108;1090;1403;Women's 'Structure' Skirt (green stripes)
4109;1090;1403;Women's 'Structure' Skirt (khaki)
4110;1090;1403;Women's 'Structure' Skirt (marine)
4111;1090;1403;Women's 'Structure' Skirt (matte black)
4112;1090;1403;Women's 'Structure' Skirt (red)
4113;1090;1403;Women's 'Structure' Skirt (red leather)
4114;1090;1403;Women's 'Structure' Skirt (red stripes)
4115;1090;1403;Women's 'Structure' Skirt (white stripes)
4116;1091;1404;Women's 'Minima' Heels (black/gold)
4117;1091;1404;Women's 'Minima' Heels (black/red)
4118;1091;1404;Women's 'Minima' Heels (blue)
4119;1091;1404;Women's 'Minima' Heels (gold)
4120;1091;1404;Women's 'Minima' Heels (graphite/white)
4121;1091;1404;Women's 'Minima' Heels (green/black)
4122;1091;1404;Women's 'Minima' Heels (matte black)
4123;1091;1404;Women's 'Minima' Heels (matte red)
4124;1091;1404;Women's 'Minima' Heels (red)
4125;1091;1404;Women's 'Minima' Heels (silver)
4126;1091;1404;Women's 'Minima' Heels (turquoise)
4127;1091;1404;Women's 'Greave' Boots (black/gold)
4128;1091;1404;Women's 'Greave' Boots (brown)
4129;1091;1404;Women's 'Greave' Boots (matte brown)
4130;1091;1404;Women's 'Greave' Boots (matte gray)
4131;1091;1404;Women's 'Greave' Boots (red)
4132;1091;1404;Women's 'Mystrioso' Boots (black/white)
4133;1091;1404;Women's 'Mystrioso' Boots (brown/black)
4134;1091;1404;Women's 'Mystrioso' Boots (red)
4135;1091;1404;Women's 'Mystrioso' Boots (white/black)
4136;1088;1405;Women's 'Executor' Coat (black)
4137;1088;1405;Women's 'Executor' Coat (graphite)
4138;1088;1405;Women's 'Executor' Coat (green/gold)
4139;1088;1405;Women's 'Executor' Coat (matte blue)
4140;1088;1405;Women's 'Executor' Coat (matte red)
4141;1088;1405;Women's 'Executor' Coat (red/gold)
4142;1088;1405;Women's 'Executor' Coat (silver)
4143;1088;1405;Women's 'Structure' Dress (black)
4144;1088;1405;Women's 'Structure' Dress (black/white)
4145;1088;1405;Women's 'Structure' Dress (brown)
4146;1088;1405;Women's 'Structure' Dress (gold/black)
4147;53;573;Dual Heavy Pulse Laser II
4148;133;295;Dual Heavy Pulse Laser II Blueprint
4149;1088;1405;Women's 'Structure' Dress (graphite)
4150;1088;1405;Women's 'Structure' Dress (green)
4151;1088;1405;Women's 'Structure' Dress (matte blue)
4152;1088;1405;Women's 'Structure' Dress (matte red)
4153;1088;1405;Women's 'Structure' Dress (red)
4154;1088;1405;Women's 'Structure' Dress (turquoise)
4155;1089;1406;Women's 'Sterling' Dress Blouse (black leather)
4156;1089;1406;Women's 'Sterling' Dress Blouse (black/white)
4157;1089;1406;Women's 'Sterling' Dress Blouse (gold)
4158;1089;1406;Women's 'Sterling' Dress Blouse (graphite)
4159;1089;1406;Women's 'Sterling' Dress Blouse (green satin)
4160;1089;1406;Women's 'Sterling' Dress Blouse (matte black)
4161;1089;1406;Women's 'Sterling' Dress Blouse (matte blue)
4162;1089;1406;Women's 'Sterling' Dress Blouse (matte olive)
4163;1089;1406;Women's 'Sterling' Dress Blouse (orange satin)
4164;1089;1406;Women's 'Sterling' Dress Blouse (red satin)
4165;1090;1401;Men's 'Commando' Pants (black)
4166;1090;1401;Men's 'Commando' Pants (blue)
4167;1090;1401;Men's 'Commando' Pants (gold/black)
4168;1090;1401;Men's 'Commando' Pants (gray/black)
4169;1090;1401;Men's 'Commando' Pants (brown camo)
4170;1090;1401;Men's 'Commando' Pants (green camo)
4171;1090;1401;Men's 'Commando' Pants (red/black)
4172;1091;1400;Men's 'Lockstep' Boots (true black)
4173;1091;1400;Men's 'Lockstep' Boots (worn brown)
4174;1091;1400;Men's 'Precision' Boots (brown)
4175;1091;1400;Men's 'Precision' Boots (gray)
4176;1091;1400;Men's 'Precision' Boots (tan)
4177;1091;1400;Men's 'Trench' Boots (brown)
4178;1091;1400;Men's 'Trench' Boots (gray)
4179;1091;1400;Men's 'Trench' Boots (tan)
4180;1089;1398;Men’s 'Form' Shirt (black)
4181;1089;1398;Men’s 'Form' Shirt (blue)
4182;1089;1398;Men’s 'Form' Shirt (brown)
4183;1089;1398;Men’s 'Form' Shirt (dark blue)
4184;1089;1398;Men’s 'Form' Shirt (dark red)
4185;1089;1398;Men’s 'Form' Shirt (khaki)
4186;1089;1398;Men’s 'Form' Shirt (light gray)
4187;1089;1398;Men’s 'Form' Shirt (olive)
4188;1089;1398;Men’s 'Form' Shirt (dark camo)
4189;1089;1398;Men’s 'Form' Shirt (desert camo)
4190;1089;1398;Men’s 'Form' Shirt (white)
4191;1089;1398;Men's 'Street' Shirt (black)
4192;1089;1398;Men's 'Street' Shirt (blue)
4193;1089;1398;Men's 'Street' Shirt (brown)
4194;1089;1398;Men's 'Street' Shirt (gray)
4195;1089;1398;Men's 'Street' Shirt (green)
4196;1089;1398;Men's 'Street' Shirt (gray urban camo)
4197;1089;1398;Men's 'Street' Shirt (brown camo)
4198;1089;1398;Men's 'Street' Shirt (urban camo)
4199;1089;1398;Men's 'Street' Shirt (green camo)
4200;1089;1398;Men's 'Street' Shirt (white)
4201;1089;1406;Women's 'Function' Shirt (black)
4202;1089;1406;Women's 'Function' Shirt (blue)
4203;1089;1406;Women's 'Function' Shirt (brown)
4204;1089;1406;Women's 'Function' Shirt (cream)
4205;1089;1406;Women's 'Function' Shirt (dark blue)
4206;1089;1406;Women's 'Function' Shirt (dark red)
4207;1089;1406;Women's 'Function' Shirt (gray)
4208;1089;1406;Women's 'Function' Shirt (green)
4209;1089;1406;Women's 'Function' Shirt (khaki)
4210;1089;1406;Women's 'Function' Shirt (olive)
4211;1089;1406;Women's 'Function' Shirt (orange)
4212;1089;1406;Women's 'Function' Shirt (dark camo)
4213;1089;1406;Women's 'Function' Shirt (desert camo)
4214;1089;1406;Women's 'Function' Shirt (red)
4215;1089;1406;Women's 'Function' Shirt (white)
4216;1089;1406;Women’s 'Avenue' Shirt (black)
4217;1089;1406;Women’s 'Avenue' Shirt (black leather)
4218;1089;1406;Women’s 'Avenue' Shirt (blue)
4219;1089;1406;Women’s 'Avenue' Shirt (brown)
4220;1089;1406;Women’s 'Avenue' Shirt (gray)
4221;1089;1406;Women’s 'Avenue' Shirt (green)
4222;1089;1406;Women’s 'Avenue' Shirt (orange)
4223;1089;1406;Women’s 'Avenue' Shirt (gray camo)
4224;1089;1406;Women’s 'Avenue' Shirt (orange camo)
4225;1089;1406;Women’s 'Avenue' Shirt (red patterned)
4226;1089;1406;Women’s 'Avenue' Shirt (camo)
4227;1089;1406;Women’s 'Avenue' Shirt (lined brown)
4228;1089;1406;Women’s 'Avenue' Shirt (purple mesh)
4229;1089;1406;Women’s 'Avenue' Shirt (black and dark red)
4230;1089;1406;Women’s 'Avenue' Shirt (pink camo)
4231;1089;1406;Women’s 'Avenue' Shirt (red)
4232;1089;1406;Women’s 'Avenue' Shirt (white)
4233;1088;1399;Men's 'Esquire' Coat (black)
4234;1088;1399;Men's 'Esquire' Coat (green/gold)
4235;1088;1399;Men's 'Esquire' Coat (matte graphite)
4236;1088;1399;Men's 'Esquire' Coat (matte gray)
4237;1088;1399;Men's 'Esquire' Coat (matte green)
4238;1088;1399;Men's 'Esquire' Coat (red/gold)
4239;1088;1399;Men's 'Esquire' Coat (silver)
4240;1089;1398;Men's 'Sterling' Dress Shirt (gold leather)
4241;1089;1398;Men's 'Sterling' Dress Shirt (gray)
4242;1089;1398;Men's 'Sterling' Dress Shirt (red/black leather)
4243;1089;1398;Men's 'Sterling' Dress Shirt (white/blue)
4244;1088;1399;Men's 'Field Marshal' Coat (green)
4245;1088;1399;Men's 'Field Marshal' Coat (silver)
4246;1136;1413;Minmatar Fuel Block
4247;1136;1413;Amarr Fuel Block
4248;899;1085;Warp Disruption Field Generator II
4250;650;872;Small Tractor Beam II
4252;650;872;Capital Tractor Beam II
4254;339;660;Micro Auxiliary Power Core II
4256;862;1014;Bomb Launcher II
4258;481;712;Core Probe Launcher II
4260;481;712;Expanded Probe Launcher II
4262;316;779;Armored Warfare Link - Damage Control II
4264;316;779;Armored Warfare Link - Passive Defense II
4266;316;779;Armored Warfare Link - Rapid Repair II
4268;316;779;Information Warfare Link - Electronic Superiority II
4270;316;779;Information Warfare Link - Recon Operation II
4272;316;779;Information Warfare Link - Sensor Integrity II
4274;316;779;Mining Foreman Link - Harvester Capacitor Efficiency II
4276;316;779;Mining Foreman Link - Laser Optimization II
4278;316;779;Mining Foreman Link - Mining Laser Field Enhancement II
4280;316;779;Siege Warfare Link - Active Shielding II
4282;316;779;Siege Warfare Link - Shield Efficiency II
4284;316;779;Siege Warfare Link - Shield Harmonizing II
4286;316;779;Skirmish Warfare Link - Evasive Maneuvers II
4288;316;779;Skirmish Warfare Link - Interdiction Maneuvers II
4290;316;779;Skirmish Warfare Link - Rapid Deployment II
4292;515;801;Siege Module II
4294;515;801;Triage Module II
4296;585;1061;Medium Remote Hull Repair System II
4299;585;1060;Small Remote Hull Repair System II
4302;419;470;Oracle
4305;489;589;Oracle Blueprint
4306;419;471;Naga
4307;489;590;Naga Blueprint
4308;419;472;Talos
4309;489;591;Talos Blueprint
4310;419;473;Tornado
4311;489;592;Tornado Blueprint
4312;1136;1413;Gallente Fuel Block
4313;1137;1412;Gallente Fuel Block Blueprint
4314;1137;1412;Caldari Fuel Block Blueprint
4315;1137;1412;Amarr Fuel Block Blueprint
4316;1137;1412;Minmatar Fuel Block Blueprint
4421;43;665;F-a10 Buffer Capacitor Regenerator
4423;43;665;Industrial Capacitor Recharger
4425;43;665;AGM Capacitor Charge Array
4427;43;665;Secondary Parallel Link-Capacitor
4431;43;665;F-b10 Nominal Capacitor Regenerator
4433;43;665;Barton Reactor Capacitor Recharger I
4435;43;665;Eutectic Capacitor Charge Array
4437;43;665;Fixed Parallel Link-Capacitor I
4471;71;689;5W Infectious Power System Malfunction
4473;71;689;Small Rudimentary Energy Destabilizer I
4475;71;689;Small Unstable Power Fluctuator I
4477;71;689;Small 'Gremlin' Power Core Disruptor I
4529;62;1049;Small I-a Polarized Armor Regenerator
4531;62;1049;Small Inefficient Armor Repair Unit
4533;62;1049;Small 'Accommodation' Vestment Reconstructer I
4535;62;1049;Small Automated Carapace Restoration
4569;62;1050;Medium I-a Polarized Armor Regenerator
4571;62;1050;Medium Inefficient Armor Repair Unit
4573;62;1050;Medium 'Accommodation' Vestment Reconstructer I
4575;62;1050;Medium Automated Carapace Restoration
4609;62;1051;Large I-a Polarized Armor Regenerator
4611;62;1051;Large Inefficient Armor Repair Unit
4613;62;1051;Large 'Accommodation' Vestment Reconstructer I
4615;62;1051;Large Automated Carapace Restoration
4745;61;702;Micro F-4a Ld-Sulfate Capacitor Charge Unit
4747;61;702;Micro Ld-Acid Capacitor Battery I
4749;61;702;Micro Peroxide Capacitor Power Cell
4751;61;702;Micro Ohm Capacitor Reserve I
4785;61;703;Small F-4a Ld-Sulfate Capacitor Charge Unit
4787;61;703;Small Ld-Acid Capacitor Battery I
4789;61;703;Small Peroxide Capacitor Power Cell
4791;61;703;Small Ohm Capacitor Reserve I
4829;76;700;Medium F-RX Prototype Capacitor Boost
4831;76;700;Medium Brief Capacitor Overcharge I
4833;76;700;Medium Electrochemical Capacitor Booster I
4835;76;700;Medium Tapered Capacitor Infusion I
4869;61;705;Large F-4a Ld-Sulfate Capacitor Charge Unit
4871;61;705;Large Ld-Acid Capacitor Battery I
4873;61;705;Large Peroxide Capacitor Power Cell
4875;61;705;Large Ohm Capacitor Reserve I
4955;76;698;Micro F-RX Prototype Capacitor Boost
4957;76;698;Micro Brief Capacitor Overcharge I
4959;76;698;Micro Electrochemical Capacitor Booster I
4961;76;698;Micro Tapered Capacitor Infusion I
5007;76;699;Small F-RX Prototype Capacitor Boost
5009;76;699;Small Brief Capacitor Overcharge I
5011;76;699;Small Electrochemical Capacitor Booster I
5013;76;699;Small Tapered Capacitor Infusion I
5047;76;701;Heavy F-RX Prototype Capacitor Boost
5049;76;701;Heavy Brief Capacitor Overcharge I
5051;76;701;Heavy Electrochemical Capacitor Booster I
5053;76;701;Heavy Tapered Capacitor Infusion I
5087;67;695;Partial E95a Power Conduit
5089;67;695;Murky Energy Transmitter I
5091;67;695;'Regard' Power Projector
5093;67;695;Asymmetric Energy Succor I
5135;68;692;E5 Prototype Energy Vampire
5137;68;692;Small 'Knave' Energy Drain
5139;68;692;Small Diminishing Power System Drain I
5141;68;692;Small 'Ghoul' Energy Siphon I
5175;53;570;Gatling Modal Laser I
5177;53;570;Gatling Afocal Maser I
5179;53;570;Gatling Modulated Energy Beam I
5181;53;570;Gatling Anode Particle Stream I
5215;53;570;Dual Modal Pulse Laser I
5217;53;570;Dual Afocal Pulse Maser I
5219;53;570;Dual Modulated Pulse Energy Beam I
5221;53;570;Dual Anode Pulse Particle Stream I
5231;54;1039;EP-R Argon Ion Basic Excavation Pulse
5233;54;1039;Single Diode Basic Mining Laser
5235;54;1039;Xenon Basic Drilling Beam
5237;54;1039;Rubin Basic Particle Bore Stream
5239;54;1039;EP-S Gaussian Excavation Pulse
5241;54;1039;Dual Diode Mining Laser I
5243;54;1039;XeCl Drilling Beam I
5245;54;1039;Cu Vapor Particle Bore Stream I
5279;290;673;F-23 Reciprocal Sensor Cluster Link
5280;290;673;Connected Scanning CPU Uplink
5281;290;673;Coadjunct Linked Sensor Array I
5282;290;673;Linked Sensor Network
5299;208;679;Low Frequency Sensor Suppressor I
5300;208;679;Indirect Scanning Dampening Unit I
5301;208;679;Kapteyn Sensor Array Inhibitor I
5302;208;679;Phased Muon Sensor Disruptor I
5319;291;680;F-392 Baker Nunn Tracking Disruptor I
5320;291;680;Balmer Series Tracking Disruptor I
5321;291;680;'Abandon' Tracking Disruptor I
5322;291;680;DDO Photometry Tracking Disruptor I
5339;209;708;F-293 Nutation Target Coupling
5340;209;708;Phase Switching Targeting Nexus
5341;209;708;'Prayer' Targeting Annex I
5342;209;708;Alfven Surface Targeting Annex I
5359;80;678;1Z-3 Subversive ECM Eruption
5361;80;678;'Deluge' ECM Burst I
5363;80;678;'Rash' ECM Emission I
5365;80;678;'Cetus' ECM Shockwave I
5399;52;682;J5 Prototype Warp Disruptor I
5401;52;682;Fleeting Warp Disruptor I
5403;52;682;Faint Warp Disruptor I
5405;52;682;Initiated Warp Disruptor I
5439;52;682;J5b Phased Prototype Warp Scrambler I
5441;52;682;Fleeting Progressive Warp Scrambler I
5443;52;682;Faint Epsilon Warp Scrambler I
5445;52;682;Initiated Harmonic Warp Scrambler I
5479;765;1197;Marked Modified SS Expanded Cargo
5481;765;1197;Partial Hull Conversion Expanded Cargo
5483;765;1197;Alpha Hull Mod Expanded Cargo
5485;765;1197;Type-E Altered SS Expanded Cargo
5487;765;1197;Mark I Modified SS Expanded Cargo
5489;765;1197;Local Hull Conversion Expanded Cargo I
5491;765;1197;Beta Hull Mod Expanded Cargo
5493;765;1197;Type-D Altered SS Expanded Cargo
5519;762;1086;Marked Modified SS Inertial Stabilizers
5521;762;1086;Partial Hull Conversion Inertial Stabilizers
5523;762;1086;Alpha Hull Mod Inertial Stabilizers
5525;762;1086;Type-E Altered SS Inertial Stabilizers
5527;762;1086;Mark I Modified SS Inertial Stabilizers
5529;762;1086;Local Hull Conversion Inertial Stabilizers I
5531;762;1086;Beta Hull Mod Inertial Stabilizers
5533;762;1086;Type-D Altered SS Inertial Stabilizers
5559;763;1196;Partial Hull Conversion Nanofiber Structure
5561;763;1196;Local Hull Conversion Nanofiber Structure I
5591;763;1196;Alpha Hull Mod Nanofiber Structure
5593;763;1196;Type-E Altered SS Nanofiber Structure
5595;763;1196;Marked Modified SS Nanofiber Structure
5597;763;1196;Beta Hull Mod Nanofiber Structure
5599;763;1196;Type-D Altered SS Nanofiber Structure
5601;763;1196;Mark I Modified SS Nanofiber Structure
5611;764;1087;Partial Hull Conversion Overdrive Injector
5613;764;1087;Alpha Hull Mod Overdrive Injector
5615;764;1087;Type-E Altered SS Overdrive Injector
5617;764;1087;Marked Modified SS Overdrive Injector
5627;764;1087;Local Hull Conversion Overdrive Injector I
5629;764;1087;Beta Hull Mod Overdrive Injector
5631;764;1087;Type-D Altered SS Overdrive Injector
5633;764;1087;Mark I Modified SS Overdrive Injector
5643;78;1195;Local Hull Conversion Reinforced Bulkheads I
5645;78;1195;Beta Hull Mod Reinforced Bulkheads
5647;78;1195;Type-D Altered SS Reinforced Bulkheads
5649;78;1195;Mark I Modified SS Reinforced Bulkheads
5675;78;1195;Partial Hull Conversion Reinforced Bulkheads
5677;78;1195;Alpha Hull Mod Reinforced Bulkheads
5679;78;1195;Type-E Altered SS Reinforced Bulkheads
5681;78;1195;Marked Modified SS Reinforced Bulkheads
5683;63;1054;Medium Inefficient Hull Repair Unit
5693;63;1053;Small Inefficient Hull Repair Unit
5697;63;1055;Large Inefficient Hull Repair Unit
5719;63;1054;Medium 'Hope' Hull Reconstructor I
5721;63;1054;Medium Automated Structural Restoration
5723;63;1054;Medium I-b Polarized Structural Regenerator
5743;63;1053;Small 'Hope' Hull Reconstructor I
5745;63;1053;Small Automated Structural Restoration
5747;63;1053;Small I-b Polarized Structural Regenerator
5755;63;1055;Large 'Hope' Hull Reconstructor I
5757;63;1055;Large Automated Structural Restoration
5759;63;1055;Large I-b Polarized Structural Regenerator
5829;60;615;GLFF Containment Field
5831;60;615;Interior Force Field Array
5833;60;615;Systematic Damage Control
5835;60;615;F84 Local Damage System
5837;60;615;Pseudoelectron Containment Field I
5839;60;615;Internal Force Field Array I
5841;60;615;Emergency Damage Control I
5843;60;615;F85 Peripheral Damage System I
5845;205;647;Heat Exhaust System
5846;205;647;Thermal Exhaust System I
5849;205;647;Extruded Heat Sink I
5854;205;647;Stamped Heat Sink
5855;205;647;'Boreas' Coolant System
5856;205;647;C3S Convection Thermal Radiator
5857;205;647;'Skadi' Coolant System I
5858;205;647;C4S Coiled Circuit Thermal Radiator
5865;82;672;Indirect Target Acquisition I
5867;82;672;Passive Targeting Array I
5869;82;672;Suppressed Targeting System I
5871;82;672;41F Veiled Targeting Unit
5913;59;646;Hydraulic Stabilization Actuator
5915;59;646;Lateral Gyrostabilizer
5917;59;646;Stabilized Weapon Mounts
5919;59;646;F-M2 Weapon Inertial Suspensor
5929;59;646;Pneumatic Stabilization Actuator I
5931;59;646;Cross-Lateral Gyrostabilizer I
5933;59;646;Counterbalanced Weapon Mounts I
5935;59;646;F-M3 Munition Inertial Suspensor
5945;46;131;Prototype 100MN MicroWarpdrive I
5955;46;542;Experimental 100MN Afterburner I
5971;46;131;Upgraded 1MN Microwarpdrive I
5973;46;131;Limited 1MN MicroWarpdrive I
5975;46;131;Experimental 10MN MicroWarpdrive I
6001;46;542;Limited 1MN Afterburner I
6003;46;542;Experimental 1MN Afterburner I
6005;46;542;Experimental 10MN Afterburner I
6041;96;670;Hostile Target Acquisition I
6043;96;670;'Recusant' Hostile Targeting Array I
6045;96;670;Responsive Auto-Targeting System I
6047;96;670;Automated Targeting Unit I
6073;61;704;Medium Ld-Acid Capacitor Battery I
6083;61;704;Medium Peroxide Capacitor Power Cell
6097;61;704;Medium Ohm Capacitor Reserve I
6111;61;704;Medium F-4a Ld-Sulfate Capacitor Charge Unit
6129;47;711;Surface Cargo Scanner I
6131;47;711;Prototype Freight Sensors
6133;47;711;Interior Type-E Cargo Identifier
6135;47;711;PL-0 Shipment Probe
6157;212;671;Supplemental Scanning CPU I
6158;212;671;Prototype Sensor Booster
6159;212;671;Alumel-Wired Sensor Augmentation
6160;212;671;F-90 Positional Sensor Subroutines
6173;213;706;Optical Tracking Computer I
6174;213;706;Monopulse Tracking Mechanism I
6175;213;706;'Orion' Tracking CPU I
6176;213;706;F-12 Nonlinear Tracking Processor
6195;203;720;Reserve Gravimetric Scanners
6199;203;721;Reserve LADAR Scanners
6203;203;723;Reserve Magnetometric Scanners
6207;203;724;Reserve Multi-Frequency Scanners
6212;203;722;Reserve RADAR Scanners
6216;203;721;Emergency LADAR Scanners
6218;203;720;Protected Gravimetric Backup Cluster I
6222;203;721;Protected LADAR Backup Cluster I
6225;203;722;Sealed RADAR Backup Cluster
6226;203;723;Protected Magnetometric Backup Cluster I
6230;203;724;Protected Multi-Frequency Backup Cluster I
6234;203;722;Protected RADAR Backup Cluster I
6243;203;720;Surrogate Gravimetric Reserve Array I
6244;203;720;F-43 Repetitive Gravimetric Backup Sensors
6251;203;721;Surrogate LADAR Reserve Array I
6252;203;721;F-43 Repetitive LADAR Backup Sensors
6259;203;723;Surrogate Magnetometric Reserve Array I
6260;203;723;F-43 Repetitive Magnetometric Backup Sensors
6267;203;724;Surrogate Multi-Frequency Reserve Array I
6268;203;724;F-43 Repetitive Multi-Frequency Backup Sensors
6275;203;722;Surrogate RADAR Reserve Array I
6276;203;722;F-43 Repetitive RADAR Backup Sensors
6283;203;723;Surplus Magnetometric Reserve Array
6286;203;724;F-42 Reiterative Multi-Frequency Backup Sensors
6292;203;720;F-42 Reiterative Gravimetric Backup Sensors
6293;210;669;Wavelength Signal Enhancer I
6294;210;669;'Mendicant' Signal Booster I
6295;210;669;Type-D Attenuation Signal Augmentation
6296;210;669;F-89 Synchronized Signal Amplifier
6309;210;669;Amplitude Signal Enhancer
6310;210;669;'Acolyth' Signal Booster
6311;210;669;Type-E Discriminative Signal Augmentation
6312;210;669;F-90 Positional Signal Amplifier
6321;211;707;Beam Parallax Tracking Program
6322;211;707;Beta-Nought Tracking Mode
6323;211;707;Azimuth Descalloping Tracking Enhancer
6324;211;707;F-AQ Delay-Line Scan Tracking Subroutines
6325;211;707;Fourier Transform Tracking Program
6326;211;707;Sigma-Nought Tracking Mode I
6327;211;707;Auto-Gain Control Tracking Enhancer I
6328;211;707;F-aQ Phase Code Tracking Subroutines
6437;40;609;Small C5-L Emergency Shield Overload I
6439;40;609;Small Neutron Saturation Injector I
6441;40;609;Small Clarity Ward Booster I
6443;40;609;Small Converse Deflection Catalyzer
6485;39;126;M51 Iterative Shield Regenerator
6487;39;126;Supplemental Screen Generator I
6489;39;126;'Benefactor' Ward Reconstructor
6491;39;126;Passive Barrier Compensator I
6525;48;713;Ta3 Perfunctory Vessel Probe
6527;48;713;Rudimentary Ship Scanner I
6529;48;713;Speculative Ship Identifier I
6531;48;713;Practical Type-E Ship Probe
6567;49;714;ML-3 Amphilotite Mining Probe
6569;49;714;Residual Survey Scanner I
6571;49;714;Rock-Scanning Sensor Array I
